hour_of_day,Payment_Mode,Price,Tea_Name,Time_of_Day,Weekday,Month_name,Weekdaysort,Mondaythsort,Date,Time
12,Paytm,12,Masala Chai,Afternoon,Friday,April,5,4,12-04-2024,1.30.06
13,Cash,15,Black Tea,Afternoon,Friday,April,5,4,12-04-2024,1.30.06
15,Cash,35,Irani Chai,Afternoon,Friday,April,5,4,12-04-2024,1.30.06
15,Cash,35,Irani Chai,Afternoon,Friday,April,5,4,12-04-2024,1.30.06
16,Cash,25,Rose Tea,Afternoon,Friday,April,5,4,12-04-2024,23.26.05
16,GPay,35,Irani Chai,Afternoon,Friday,April,5,4,12-04-2024,23.26.05
19,Cash,20,Tandoori Chai,Night,Friday,April,5,4,12-04-2024,23.26.05
19,Cash,18,Green Tea,Night,Friday,April,5,4,12-04-2024,23.26.05
15,Cash,15,Black Tea,Afternoon,Saturday,April,6,4,12-04-2024,23.26.05
10,Cash,12,Masala Chai,Morning,Sunday,April,7,4,12-04-2024,23.26.05
12,Paytm,15,Black Tea,Afternoon,Sunday,April,7,4,12-04-2024,23.26.05
18,GPay,35,Irani Chai,Night,Sunday,April,7,4,12-04-2024,23.26.05
18,Cash,35,Irani Chai,Night,Sunday,April,7,4,12-04-2024,23.26.05
18,Cash,12,Masala Chai,Night,Sunday,April,7,4,12-04-2024,23.26.05
11,GPay,25,Rose Tea,Morning,Monday,April,1,4,12-04-2024,23.26.05
13,Paytm,35,Irani Chai,Afternoon,Monday,April,1,4,12-04-2024,23.26.05
13,GPay,25,Rose Tea,Afternoon,Monday,April,1,4,12-04-2024,23.26.05
13,Paytm,25,Rose Tea,Afternoon,Monday,April,1,4,12-04-2024,23.26.05
13,GPay,18,Adrak Chai,Afternoon,Monday,April,1,4,12-04-2024,23.26.05
18,Paytm,15,Black Tea,Night,Monday,April,1,4,12-04-2024,23.26.05
19,Cash,15,Black Tea,Night,Monday,April,1,4,12-04-2024,12.33.02
19,GPay,15,Black Tea,Night,Monday,April,1,4,12-04-2024,13.37.09
10,Paytm,12,Masala Chai,Morning,Tuesday,April,2,4,12-04-2024,16.41.05
10,Paytm,18,Adrak Chai,Morning,Tuesday,April,2,4,12-04-2024,16.41.05
10,Cash,18,Adrak Chai,Morning,Tuesday,April,2,4,12-04-2024,16.41.05
13,GPay,35,Irani Chai,Afternoon,Tuesday,April,2,4,12-04-2024,16.41.05
13,Paytm,18,Adrak Chai,Afternoon,Tuesday,April,2,4,12-04-2024,16.41.05
19,Paytm,15,Black Tea,Night,Tuesday,April,2,4,12-04-2024,19.18.01
19,GPay,18,Adrak Chai,Night,Tuesday,April,2,4,12-04-2024,19.18.01
19,Paytm,12,Masala Chai,Night,Tuesday,April,2,4,12-04-2024,19.18.01
10,Cash,35,Irani Chai,Morning,Thursday,May,4,5,02-05-2024,19.18.01
13,Cash,18,Adrak Chai,Afternoon,Thursday,May,4,5,02-05-2024,19.18.01
18,Cash,15,Black Tea,Night,Thursday,May,4,5,02-05-2024,19.18.01
18,Cash,18,Adrak Chai,Night,Thursday,May,4,5,02-05-2024,19.18.01
19,Paytm,12,Masala Chai,Night,Thursday,May,4,5,02-05-2024,18.33.01
19,Cash,15,Black Tea,Night,Thursday,May,4,5,02-05-2024,19.56.04
14,Cash,12,Masala Chai,Afternoon,Friday,May,5,5,03-05-2024,19.56.04
17,Cash,12,Masala Chai,Night,Friday,May,5,5,03-05-2024,3.24.09
10,Cash,35,Irani Chai,Morning,Monday,May,1,5,06-05-2024,5.17.09
10,Cash,15,Black Tea,Morning,Monday,May,1,5,06-05-2024,6.51.06
10,Paytm,18,Adrak Chai,Morning,Monday,May,1,5,06-05-2024,8.05.09
10,Cash,35,Irani Chai,Morning,Monday,May,1,5,06-05-2024,9.08.00
10,Cash,25,Rose Tea,Morning,Monday,May,1,5,06-05-2024,9.08.00
13,Paytm,25,Rose Tea,Afternoon,Monday,May,1,5,06-05-2024,18.11.00
13,Paytm,35,Irani Chai,Afternoon,Monday,May,1,5,06-05-2024,19.00.08
19,GPay,15,Black Tea,Night,Monday,May,1,5,06-05-2024,18.13.00
19,Cash,15,Black Tea,Night,Monday,May,1,5,06-05-2024,19.49.05
10,Cash,18,Green Tea,Morning,Tuesday,May,2,5,07-05-2024,19.49.05
11,Cash,25,Rose Tea,Morning,Tuesday,May,2,5,07-05-2024,21.58.05
13,GPay,25,Rose Tea,Afternoon,Tuesday,May,2,5,07-05-2024,23.34.09
16,Paytm,18,Green Tea,Afternoon,Tuesday,May,2,5,07-05-2024,23.34.09
16,Cash,35,Irani Chai,Afternoon,Tuesday,May,2,5,07-05-2024,23.34.09
17,GPay,15,Black Tea,Night,Tuesday,May,2,5,07-05-2024,23.34.09
17,Cash,12,Masala Chai,Night,Tuesday,May,2,5,07-05-2024,23.34.09
19,Cash,15,Black Tea,Night,Tuesday,May,2,5,07-05-2024,12.12.05
19,Paytm,15,Black Tea,Night,Tuesday,May,2,5,07-05-2024,13.12.02
10,Paytm,12,Masala Chai,Morning,Wednesday,May,3,5,08-05-2024,7.28.09
12,Paytm,15,Black Tea,Afternoon,Thursday,May,4,5,09-05-2024,7.28.09
13,Cash,35,Irani Chai,Afternoon,Thursday,May,4,5,09-05-2024,3.58.06
13,GPay,12,Masala Chai,Afternoon,Thursday,May,4,5,09-05-2024,4.57.06
13,GPay,12,Masala Chai,Afternoon,Thursday,May,4,5,09-05-2024,6.11.03
13,Paytm,12,Masala Chai,Afternoon,Thursday,May,4,5,09-05-2024,7.16.04
16,Cash,35,Irani Chai,Afternoon,Thursday,May,4,5,09-05-2024,7.16.04
16,Cash,35,Irani Chai,Afternoon,Thursday,May,4,5,09-05-2024,7.16.04
18,Cash,35,Irani Chai,Night,Thursday,May,4,5,09-05-2024,1.29.09
18,Cash,18,Adrak Chai,Night,Thursday,May,4,5,09-05-2024,13.56.02
15,GPay,12,Masala Chai,Afternoon,Friday,May,5,5,10-05-2024,13.56.02
15,GPay,12,Masala Chai,Afternoon,Friday,May,5,5,10-05-2024,13.56.02
11,Cash,12,Masala Chai,Morning,Saturday,May,6,5,11-05-2024,13.56.02
17,Cash,18,Adrak Chai,Night,Saturday,May,6,5,11-05-2024,20.30.04
17,Cash,18,Green Tea,Night,Saturday,May,6,5,11-05-2024,21.56.01
17,GPay,15,Black Tea,Night,Saturday,May,6,5,11-05-2024,23.57.03
17,Cash,18,Adrak Chai,Night,Saturday,May,6,5,11-05-2024,23.57.03
18,Paytm,15,Black Tea,Night,Saturday,May,6,5,11-05-2024,23.57.03
19,Cash,12,Masala Chai,Night,Saturday,May,6,5,11-05-2024,23.57.03
10,Paytm,12,Masala Chai,Morning,Sunday,May,7,5,12-05-2024,20.42.05
13,Cash,12,Masala Chai,Afternoon,Sunday,May,7,5,12-05-2024,20.42.05
13,GPay,35,Irani Chai,Afternoon,Sunday,May,7,5,12-05-2024,20.42.05
15,GPay,12,Masala Chai,Afternoon,Sunday,May,7,5,12-05-2024,16.19.08
15,GPay,18,Adrak Chai,Afternoon,Sunday,May,7,5,12-05-2024,16.19.08
15,Paytm,18,Adrak Chai,Afternoon,Sunday,May,7,5,12-05-2024,16.19.08
16,GPay,18,Adrak Chai,Afternoon,Sunday,May,7,5,12-05-2024,4.21.01
19,Paytm,18,Adrak Chai,Night,Sunday,May,7,5,12-05-2024,4.21.01
11,Cash,18,Adrak Chai,Morning,Monday,May,1,5,12-05-2024,3.53.03
8,GPay,35,Irani Chai,Morning,Tuesday,May,2,5,12-05-2024,3.53.03
8,Paytm,35,Irani Chai,Morning,Tuesday,May,2,5,12-05-2024,3.53.03
8,Cash,35,Irani Chai,Morning,Tuesday,May,2,5,12-05-2024,3.53.03
10,Cash,15,Black Tea,Morning,Tuesday,May,2,5,12-05-2024,19.35.00
11,Cash,12,Masala Chai,Morning,Tuesday,May,2,5,12-05-2024,19.35.00
11,Cash,15,Black Tea,Morning,Tuesday,May,2,5,12-05-2024,19.35.00
14,Cash,15,Black Tea,Afternoon,Tuesday,May,2,5,12-05-2024,4.54.06
14,GPay,18,Adrak Chai,Afternoon,Tuesday,May,2,5,12-05-2024,6.00.04
15,Cash,35,Irani Chai,Afternoon,Tuesday,May,2,5,12-05-2024,1.54.08
16,Paytm,18,Adrak Chai,Afternoon,Tuesday,May,2,5,12-05-2024,1.54.08
16,Cash,15,Black Tea,Afternoon,Tuesday,May,2,5,12-05-2024,1.54.08
22,GPay,20,Tandoori Chai,Night,Tuesday,May,2,5,12-05-2024,1.54.08
8,GPay,12,Masala Chai,Morning,Wednesday,May,3,5,12-05-2024,1.54.08
11,Cash,30,Butter Chai,Morning,Wednesday,May,3,5,12-05-2024,14.19.04
11,Paytm,35,Irani Chai,Morning,Wednesday,May,3,5,12-05-2024,19.10.00
13,Paytm,35,Irani Chai,Afternoon,Wednesday,May,3,5,12-05-2024,19.10.00
13,Cash,35,Irani Chai,Afternoon,Wednesday,May,3,5,12-05-2024,19.10.00
13,Cash,35,Irani Chai,Afternoon,Wednesday,May,3,5,12-05-2024,19.10.00
13,GPay,18,Adrak Chai,Afternoon,Wednesday,May,3,5,12-05-2024,19.10.00
14,Cash,25,Rose Tea,Afternoon,Wednesday,May,3,5,12-05-2024,19.10.00
14,Paytm,25,Rose Tea,Afternoon,Wednesday,May,3,5,12-05-2024,19.10.00
17,Cash,30,Butter Chai,Night,Wednesday,May,3,5,12-05-2024,19.10.00
20,GPay,15,Black Tea,Night,Wednesday,May,3,5,12-05-2024,20.34.08
10,Paytm,18,Adrak Chai,Morning,Thursday,May,4,5,12-05-2024,20.34.08
10,Cash,18,Adrak Chai,Morning,Thursday,May,4,5,12-05-2024,20.34.08
12,Cash,18,Adrak Chai,Afternoon,Thursday,May,4,5,12-05-2024,14.00.01
15,Cash,20,Tandoori Chai,Afternoon,Thursday,May,4,5,12-05-2024,15.16.03
17,Cash,12,Masala Chai,Night,Thursday,May,4,5,12-05-2024,15.16.03
18,Paytm,20,Tandoori Chai,Night,Thursday,May,4,5,12-05-2024,12.56.09
18,Cash,12,Masala Chai,Night,Thursday,May,4,5,12-05-2024,13.58.02
9,Cash,35,Irani Chai,Morning,Friday,May,5,5,12-05-2024,0.48.05
11,Cash,18,Adrak Chai,Morning,Friday,May,5,5,12-05-2024,0.48.05
19,Cash,18,Adrak Chai,Night,Friday,May,5,5,12-05-2024,0.48.05
19,Cash,15,Black Tea,Night,Friday,May,5,5,12-05-2024,0.48.05
20,Cash,15,Black Tea,Night,Friday,May,5,5,12-05-2024,0.48.05
22,Paytm,35,Irani Chai,Night,Friday,May,5,5,12-05-2024,0.48.05
22,Cash,12,Masala Chai,Night,Friday,May,5,5,12-05-2024,0.48.05
22,Cash,12,Masala Chai,Night,Friday,May,5,5,12-05-2024,0.48.05
8,GPay,15,Black Tea,Morning,Saturday,May,6,5,12-05-2024,1.37.09
8,Paytm,15,Black Tea,Morning,Saturday,May,6,5,12-05-2024,2.40.00
11,GPay,18,Adrak Chai,Morning,Saturday,May,6,5,12-05-2024,15.56.01
16,Paytm,18,Adrak Chai,Afternoon,Saturday,May,6,5,12-05-2024,15.56.01
16,Paytm,18,Adrak Chai,Afternoon,Saturday,May,6,5,12-05-2024,15.56.01
19,Cash,18,Adrak Chai,Night,Saturday,May,6,5,12-05-2024,15.56.01
20,GPay,12,Masala Chai,Night,Saturday,May,6,5,12-05-2024,22.53.01
7,Cash,35,Irani Chai,Morning,Sunday,May,7,5,12-05-2024,22.53.01
7,Cash,35,Irani Chai,Morning,Sunday,May,7,5,12-05-2024,22.53.01
8,Cash,15,Black Tea,Morning,Sunday,May,7,5,12-05-2024,0.35.01
12,GPay,18,Adrak Chai,Afternoon,Sunday,May,7,5,12-05-2024,14.26.07
14,GPay,35,Irani Chai,Afternoon,Sunday,May,7,5,12-05-2024,14.26.07
15,Cash,18,Adrak Chai,Afternoon,Sunday,May,7,5,12-05-2024,14.26.07
18,Paytm,18,Adrak Chai,Night,Sunday,May,7,5,12-05-2024,12.36.03
18,Cash,30,Butter Chai,Night,Sunday,May,7,5,12-05-2024,13.47.08
18,Cash,20,Tandoori Chai,Night,Sunday,May,7,5,12-05-2024,16.30.00
19,Cash,15,Black Tea,Night,Sunday,May,7,5,12-05-2024,16.30.00
21,Cash,15,Black Tea,Night,Sunday,May,7,5,12-05-2024,15.41.08
21,Paytm,15,Black Tea,Night,Sunday,May,7,5,12-05-2024,18.36.01
10,Cash,18,Adrak Chai,Morning,Monday,May,1,5,12-05-2024,5.59.02
10,Cash,12,Masala Chai,Morning,Monday,May,1,5,12-05-2024,17.51.09
10,Paytm,12,Masala Chai,Morning,Monday,May,1,5,12-05-2024,17.51.09
11,GPay,35,Irani Chai,Morning,Monday,May,1,5,12-05-2024,15.16.04
11,Cash,35,Irani Chai,Morning,Monday,May,1,5,12-05-2024,16.19.06
13,Paytm,35,Irani Chai,Afternoon,Monday,May,1,5,12-05-2024,16.19.06
13,Cash,35,Irani Chai,Afternoon,Monday,May,1,5,12-05-2024,16.19.06
14,Cash,18,Adrak Chai,Afternoon,Monday,May,1,5,12-05-2024,13.19.00
14,Cash,15,Black Tea,Afternoon,Monday,May,1,5,12-05-2024,14.31.04
17,Cash,12,Masala Chai,Night,Monday,May,1,5,12-05-2024,12.51.01
17,Cash,12,Masala Chai,Night,Monday,May,1,5,12-05-2024,13.56.09
20,Cash,18,Adrak Chai,Night,Monday,May,1,5,12-05-2024,13.56.09
20,Cash,18,Green Tea,Night,Monday,May,1,5,12-05-2024,13.56.09
20,Cash,25,Rose Tea,Night,Monday,May,1,5,12-05-2024,13.56.09
21,Paytm,18,Adrak Chai,Night,Monday,May,1,5,12-05-2024,13.56.09
21,Cash,18,Adrak Chai,Night,Monday,May,1,5,12-05-2024,13.56.09
8,GPay,12,Masala Chai,Morning,Tuesday,May,2,5,12-05-2024,13.56.09
16,Paytm,12,Masala Chai,Afternoon,Tuesday,May,2,5,12-05-2024,10.20.00
18,GPay,30,Butter Chai,Night,Tuesday,May,2,5,12-05-2024,13.24.00
19,Cash,15,Black Tea,Night,Tuesday,May,2,5,12-05-2024,11.09.02
20,Cash,15,Black Tea,Night,Tuesday,May,2,5,12-05-2024,13.48.04
9,Paytm,15,Black Tea,Morning,Wednesday,May,3,5,12-05-2024,13.48.04
10,GPay,18,Adrak Chai,Morning,Wednesday,May,3,5,12-05-2024,13.48.04
11,GPay,25,Rose Tea,Morning,Wednesday,May,3,5,12-05-2024,18.14.03
11,GPay,18,Adrak Chai,Morning,Wednesday,May,3,5,12-05-2024,18.14.03
12,Paytm,35,Irani Chai,Afternoon,Wednesday,May,3,5,12-05-2024,18.14.03
12,Cash,35,Irani Chai,Afternoon,Wednesday,May,3,5,12-05-2024,18.14.03
14,Cash,18,Adrak Chai,Afternoon,Wednesday,May,3,5,12-05-2024,0.20.05
19,Cash,15,Black Tea,Night,Wednesday,May,3,5,12-05-2024,0.20.05
19,Paytm,15,Black Tea,Night,Wednesday,May,3,5,12-05-2024,0.20.05
21,GPay,20,Tandoori Chai,Night,Wednesday,May,3,5,12-05-2024,21.23.53
21,Cash,15,Black Tea,Night,Wednesday,May,3,5,12-05-2024,21.23.53
10,Paytm,15,Black Tea,Morning,Thursday,May,4,5,12-05-2024,10.19.06
12,GPay,30,Butter Chai,Afternoon,Thursday,May,4,5,12-05-2024,22.06.06
15,Cash,15,Black Tea,Afternoon,Thursday,May,4,5,12-05-2024,22.06.06
15,Paytm,15,Black Tea,Afternoon,Thursday,May,4,5,12-05-2024,22.06.06
16,GPay,15,Black Tea,Afternoon,Thursday,May,4,5,12-05-2024,18.14.01
16,Paytm,12,Masala Chai,Afternoon,Thursday,May,4,5,12-05-2024,18.14.01
17,GPay,15,Black Tea,Night,Thursday,May,4,5,12-05-2024,14.33.02
17,Paytm,12,Masala Chai,Night,Thursday,May,4,5,12-05-2024,15.44.09
19,Cash,25,Rose Tea,Night,Thursday,May,4,5,12-05-2024,3.53.09
19,Cash,15,Black Tea,Night,Thursday,May,4,5,12-05-2024,17.28.04
19,GPay,15,Black Tea,Night,Thursday,May,4,5,12-05-2024,18.26.04
19,Cash,15,Black Tea,Night,Thursday,May,4,5,12-05-2024,18.26.04
20,Cash,15,Black Tea,Night,Thursday,May,4,5,12-05-2024,15.01.04
20,GPay,12,Masala Chai,Night,Thursday,May,4,5,12-05-2024,16.24.02
22,Cash,18,Adrak Chai,Night,Thursday,May,4,5,12-05-2024,16.24.02
11,GPay,25,Rose Tea,Morning,Friday,May,5,5,12-05-2024,11.59.02
11,Cash,35,Irani Chai,Morning,Friday,May,5,5,12-05-2024,15.08.03
11,GPay,35,Irani Chai,Morning,Friday,May,5,5,12-05-2024,16.13.00
16,Cash,20,Tandoori Chai,Afternoon,Friday,May,5,5,12-05-2024,7.19.08
18,Cash,25,Rose Tea,Night,Friday,May,5,5,12-05-2024,17.40.03
18,GPay,25,Rose Tea,Night,Friday,May,5,5,12-05-2024,18.36.07
22,Paytm,18,Adrak Chai,Night,Friday,May,5,5,12-05-2024,18.36.07
12,Paytm,12,Masala Chai,Afternoon,Saturday,May,6,5,12-05-2024,13.53.04
12,Paytm,18,Adrak Chai,Afternoon,Saturday,May,6,5,12-05-2024,13.53.04
12,Paytm,18,Adrak Chai,Afternoon,Saturday,May,6,5,12-05-2024,13.53.04
12,Cash,18,Adrak Chai,Afternoon,Saturday,May,6,5,12-05-2024,13.53.04
16,Cash,18,Adrak Chai,Afternoon,Saturday,May,6,5,12-05-2024,13.53.04
16,Cash,35,Irani Chai,Afternoon,Saturday,May,6,5,12-05-2024,13.53.04
10,GPay,12,Masala Chai,Morning,Sunday,May,7,5,12-05-2024,20.02.02
14,Cash,18,Adrak Chai,Afternoon,Sunday,May,7,5,12-05-2024,20.02.02
14,GPay,25,Rose Tea,Afternoon,Sunday,May,7,5,12-05-2024,20.02.02
14,Cash,18,Adrak Chai,Afternoon,Sunday,May,7,5,12-05-2024,20.02.02
17,Paytm,15,Black Tea,Night,Sunday,May,7,5,12-05-2024,19.15.05
18,Cash,20,Tandoori Chai,Night,Sunday,May,7,5,12-05-2024,9.52.08
18,Cash,20,Tandoori Chai,Night,Sunday,May,7,5,12-05-2024,11.02.02
18,Cash,35,Irani Chai,Night,Sunday,May,7,5,12-05-2024,13.14.03
18,Cash,12,Masala Chai,Night,Sunday,May,7,5,12-05-2024,13.14.03
20,Cash,20,Tandoori Chai,Night,Sunday,May,7,5,12-05-2024,13.14.03
21,GPay,15,Black Tea,Night,Sunday,May,7,5,12-05-2024,0.05.06
21,GPay,25,Rose Tea,Night,Sunday,May,7,5,12-05-2024,2.36.09
21,Cash,15,Black Tea,Night,Sunday,May,7,5,12-05-2024,3.51.08
21,Cash,12,Masala Chai,Night,Sunday,May,7,5,12-05-2024,4.58.08
21,Paytm,15,Black Tea,Night,Sunday,May,7,5,12-05-2024,6.02.06
11,Cash,35,Irani Chai,Morning,Monday,May,1,5,12-05-2024,6.02.06
14,Paytm,18,Adrak Chai,Afternoon,Monday,May,1,5,12-05-2024,5.21.07
14,Cash,18,Green Tea,Afternoon,Monday,May,1,5,12-05-2024,6.43.06
15,GPay,35,Irani Chai,Afternoon,Monday,May,1,5,12-05-2024,11.34.01
15,Cash,35,Irani Chai,Afternoon,Monday,May,1,5,12-05-2024,14.05.08
17,Paytm,12,Masala Chai,Night,Monday,May,1,5,12-05-2024,14.05.08
18,Cash,35,Irani Chai,Night,Monday,May,1,5,12-05-2024,0.51.00
19,Paytm,12,Masala Chai,Night,Monday,May,1,5,12-05-2024,16.27.04
19,Cash,12,Masala Chai,Night,Monday,May,1,5,12-05-2024,17.38.07
21,Cash,18,Adrak Chai,Night,Monday,May,1,5,12-05-2024,17.38.07
21,Paytm,15,Black Tea,Night,Monday,May,1,5,12-05-2024,17.38.07
8,Cash,18,Adrak Chai,Morning,Tuesday,May,2,5,12-05-2024,17.38.07
9,Cash,18,Adrak Chai,Morning,Tuesday,May,2,5,12-05-2024,20.10.07
11,Cash,15,Black Tea,Morning,Tuesday,May,2,5,12-05-2024,20.10.07
13,Cash,15,Black Tea,Afternoon,Tuesday,May,2,5,12-05-2024,14.40.04
14,GPay,18,Green Tea,Afternoon,Tuesday,May,2,5,12-05-2024,10.53.07
16,GPay,25,Rose Tea,Afternoon,Tuesday,May,2,5,12-05-2024,10.53.07
19,GPay,35,Irani Chai,Night,Tuesday,May,2,5,12-05-2024,9.29.01
19,GPay,12,Masala Chai,Night,Tuesday,May,2,5,12-05-2024,10.31.01
20,GPay,18,Adrak Chai,Night,Tuesday,May,2,5,12-05-2024,10.31.01
20,Cash,35,Irani Chai,Night,Tuesday,May,2,5,12-05-2024,10.31.01
9,Cash,12,Masala Chai,Morning,Wednesday,May,3,5,12-05-2024,14.43.07
11,GPay,20,Tandoori Chai,Morning,Wednesday,May,3,5,12-05-2024,14.02.09
15,Cash,35,Irani Chai,Afternoon,Wednesday,May,3,5,12-05-2024,10.48.05
15,Paytm,12,Masala Chai,Afternoon,Wednesday,May,3,5,12-05-2024,22.56.03
15,Cash,15,Black Tea,Afternoon,Wednesday,May,3,5,12-05-2024,22.56.03
16,Cash,12,Masala Chai,Afternoon,Wednesday,May,3,5,12-05-2024,22.56.03
18,Cash,25,Rose Tea,Night,Wednesday,May,3,5,12-05-2024,22.56.03
18,Paytm,12,Masala Chai,Night,Wednesday,May,3,5,12-05-2024,22.56.03
20,GPay,20,Tandoori Chai,Night,Wednesday,May,3,5,12-05-2024,22.56.03
20,GPay,18,Green Tea,Night,Wednesday,May,3,5,12-05-2024,22.56.03
8,Cash,15,Black Tea,Morning,Thursday,May,4,5,12-05-2024,22.56.03
8,GPay,12,Masala Chai,Morning,Thursday,May,4,5,12-05-2024,22.56.03
8,Cash,18,Adrak Chai,Morning,Thursday,May,4,5,12-05-2024,22.56.03
9,Cash,12,Masala Chai,Morning,Thursday,May,4,5,12-05-2024,22.56.03
14,Cash,18,Adrak Chai,Afternoon,Thursday,May,4,5,12-05-2024,22.56.03
15,Cash,30,Butter Chai,Afternoon,Thursday,May,4,5,12-05-2024,16.15.07
15,GPay,30,Butter Chai,Afternoon,Thursday,May,4,5,12-05-2024,17.38.07
19,GPay,15,Black Tea,Night,Thursday,May,4,5,12-05-2024,17.38.07
20,GPay,12,Masala Chai,Night,Thursday,May,4,5,12-05-2024,17.38.07
20,Paytm,20,Tandoori Chai,Night,Thursday,May,4,5,12-05-2024,17.38.07
20,Paytm,18,Adrak Chai,Night,Thursday,May,4,5,12-05-2024,17.38.07
7,Cash,18,Adrak Chai,Morning,Friday,May,5,5,12-05-2024,17.38.07
9,GPay,12,Masala Chai,Morning,Friday,May,5,5,12-05-2024,21.07.08
10,GPay,20,Tandoori Chai,Morning,Friday,May,5,5,12-05-2024,21.07.08
10,Cash,18,Green Tea,Morning,Friday,May,5,5,12-05-2024,21.07.08
14,Cash,18,Adrak Chai,Afternoon,Friday,May,5,5,12-05-2024,21.07.08
18,Cash,12,Masala Chai,Night,Friday,May,5,5,12-05-2024,23.44.06
18,Cash,12,Masala Chai,Night,Friday,May,5,5,12-05-2024,23.44.06
20,GPay,15,Black Tea,Night,Friday,May,5,5,12-05-2024,6.39.02
20,Paytm,18,Adrak Chai,Night,Friday,May,5,5,12-05-2024,6.39.02
20,Cash,12,Masala Chai,Night,Friday,May,5,5,12-05-2024,6.39.02
22,Paytm,15,Black Tea,Night,Friday,May,5,5,12-05-2024,5.47.01
22,Cash,18,Adrak Chai,Night,Friday,May,5,5,12-05-2024,6.52.05
22,GPay,25,Rose Tea,Night,Friday,May,5,5,12-05-2024,7.55.04
8,Cash,25,Rose Tea,Morning,Saturday,June,6,6,01-06-2024,7.55.04
9,Cash,12,Masala Chai,Morning,Saturday,June,6,6,01-06-2024,7.55.04
11,GPay,12,Masala Chai,Morning,Saturday,June,6,6,01-06-2024,7.55.04
14,GPay,18,Adrak Chai,Afternoon,Saturday,June,6,6,01-06-2024,7.55.04
18,Paytm,18,Adrak Chai,Night,Saturday,June,6,6,01-06-2024,20.12.08
18,Cash,18,Adrak Chai,Night,Saturday,June,6,6,01-06-2024,21.15.04
20,GPay,15,Black Tea,Night,Saturday,June,6,6,01-06-2024,21.15.04
20,Cash,15,Black Tea,Night,Saturday,June,6,6,01-06-2024,21.15.04
20,Cash,18,Green Tea,Night,Saturday,June,6,6,01-06-2024,21.15.04
21,Paytm,18,Adrak Chai,Night,Saturday,June,6,6,01-06-2024,21.15.04
20,Cash,12,Masala Chai,Night,Sunday,June,7,6,02-06-2024,3.25.08
20,Paytm,18,Adrak Chai,Night,Sunday,June,7,6,02-06-2024,3.25.08
20,Paytm,15,Black Tea,Night,Sunday,June,7,6,02-06-2024,3.25.08
21,Paytm,18,Adrak Chai,Night,Sunday,June,7,6,02-06-2024,7.20.05
21,Cash,12,Masala Chai,Night,Sunday,June,7,6,02-06-2024,7.20.05
10,GPay,12,Masala Chai,Morning,Monday,June,1,6,03-06-2024,12.04.01
10,Cash,12,Masala Chai,Morning,Monday,June,1,6,03-06-2024,12.04.01
14,Cash,15,Black Tea,Afternoon,Monday,June,1,6,03-06-2024,12.04.01
14,GPay,18,Adrak Chai,Afternoon,Monday,June,1,6,03-06-2024,12.04.01
14,GPay,12,Masala Chai,Afternoon,Monday,June,1,6,03-06-2024,12.04.01
9,GPay,25,Rose Tea,Morning,Tuesday,June,2,6,04-06-2024,23.42.09
10,Paytm,18,Adrak Chai,Morning,Tuesday,June,2,6,04-06-2024,23.42.09
12,Paytm,12,Masala Chai,Afternoon,Tuesday,June,2,6,04-06-2024,2.10.02
12,Cash,20,Tandoori Chai,Afternoon,Tuesday,June,2,6,04-06-2024,5.29.02
15,Cash,12,Masala Chai,Afternoon,Tuesday,June,2,6,04-06-2024,5.29.02
17,Cash,25,Rose Tea,Night,Tuesday,June,2,6,04-06-2024,5.29.02
17,GPay,15,Black Tea,Night,Tuesday,June,2,6,04-06-2024,5.29.02
20,GPay,20,Tandoori Chai,Night,Tuesday,June,2,6,04-06-2024,13.01.02
20,Paytm,15,Black Tea,Night,Tuesday,June,2,6,04-06-2024,13.01.02
21,Cash,25,Rose Tea,Night,Tuesday,June,2,6,04-06-2024,13.01.02
21,Cash,18,Adrak Chai,Night,Tuesday,June,2,6,04-06-2024,13.01.02
21,GPay,18,Adrak Chai,Night,Tuesday,June,2,6,04-06-2024,13.01.02
21,Cash,18,Adrak Chai,Night,Tuesday,June,2,6,04-06-2024,13.01.02
21,Cash,18,Adrak Chai,Night,Tuesday,June,2,6,04-06-2024,13.01.02
8,Cash,15,Black Tea,Morning,Wednesday,June,3,6,05-06-2024,21.49.00
8,Cash,15,Black Tea,Morning,Wednesday,June,3,6,05-06-2024,23.06.07
9,Cash,35,Irani Chai,Morning,Wednesday,June,3,6,05-06-2024,22.43.01
10,Cash,12,Masala Chai,Morning,Wednesday,June,3,6,05-06-2024,22.43.01
10,GPay,18,Adrak Chai,Morning,Wednesday,June,3,6,05-06-2024,22.43.01
19,GPay,18,Adrak Chai,Night,Wednesday,June,3,6,05-06-2024,22.43.01
19,Cash,12,Masala Chai,Night,Wednesday,June,3,6,05-06-2024,22.43.01
20,Cash,18,Green Tea,Night,Wednesday,June,3,6,05-06-2024,10.47.06
20,Cash,25,Rose Tea,Night,Wednesday,June,3,6,05-06-2024,12.01.07
8,Paytm,18,Adrak Chai,Morning,Thursday,June,4,6,06-06-2024,12.01.07
8,Cash,18,Adrak Chai,Morning,Thursday,June,4,6,06-06-2024,12.01.07
10,Cash,12,Masala Chai,Morning,Thursday,June,4,6,06-06-2024,12.01.07
12,GPay,35,Irani Chai,Afternoon,Thursday,June,4,6,06-06-2024,17.41.05
15,Cash,18,Adrak Chai,Afternoon,Thursday,June,4,6,06-06-2024,11.14.02
